#### Cumulative Probability Distribution
# cumulative #1
10632.4844007031 0.0
13367.9621955108 0.00608519269776876
16103.4399903184 0.022022602144306
18838.9177851261 0.0672268907563025
21574.3955799337 0.124601564763837
24309.8733747414 0.173283106345987
27045.351169549 0.223123732251521
29780.8289643567 0.276441611127209
32516.3067591643 0.33555491161982
35251.784553972 0.383946682121124
37987.2623487796 0.439292958562735
40722.7401435873 0.486525644740655
43458.2179383949 0.526224282816575
46193.6957332026 0.567951318458418
48929.1735280102 0.607649956534338
51664.6513228179 0.643871341640104
54400.1291176255 0.676615473775717
57135.6069124332 0.71457548536656
59871.0847072408 0.738046942915097
62606.5625020485 0.764995653433787
65342.0402968561 0.782961460446247
68077.5180916638 0.806143146913938
70812.9958864714 0.824978267168937
73548.4736812791 0.840915676615474
76283.9514760867 0.857432628223703
79019.4292708944 0.872500724427702
81754.907065702 0.884091567661547
84490.3848605097 0.897421037380469
87225.8626553173 0.911330049261084
89961.340450125 0.922051579252391
92696.8182449326 0.932193567082005
95432.2960397403 0.941466241669081
98167.7738345479 0.949290060851927
100903.251629356 0.958272964358157
103638.729424163 0.965807012460156
106374.207218971 0.971022891915387
109109.685013779 0.97450014488554
111845.162808586 0.976528542451463
114580.640603394 0.980585337583309
117316.118398201 0.98203419298754
120051.596193009 0.984062590553463
122787.073987817 0.985511445957693
125522.551782624 0.986380759200232
128258.029577432 0.987539843523616
130993.50737224 0.989568241089539
133728.985167047 0.99101709649377
136464.462961855 0.991886409736308
139199.940756663 0.992465951898001
141935.41855147 0.993625036221385
144670.896346278 0.995653433787308
147406.374141086 0.996232975949
150141.851935893 0.996232975949
152877.329730701 0.996522747029846
155612.807525509 0.997102289191539
158348.285320316 0.997681831353231
161083.763115124 0.997971602434077
163819.240909932 0.998261373514923
166554.718704739 0.998551144595769
169290.196499547 0.999420457838308
172025.674294354 1.0
