#### Cumulative Probability Distribution
# cumulative #1
5489.23736736178 0.0
5756.85443133068 8.27061450665785E-5
6024.47149529958 8.27061450665785E-5
6292.08855926848 8.27061450665785E-5
6559.70562323738 8.27061450665785E-5
6827.32268720628 8.27061450665785E-5
7094.93975117518 1.65412290133157E-4
7362.55681514407 1.65412290133157E-4
7630.17387911297 1.65412290133157E-4
7897.79094308187 2.48118435199735E-4
8165.40800705077 4.13530725332892E-4
8433.02507101967 4.13530725332892E-4
8700.64213498857 6.61649160532628E-4
8968.25919895747 9.09767595732363E-4
9235.87626292637 9.09767595732363E-4
9503.49332689526 0.00107517988586552
9771.11039086416 0.00107517988586552
10038.7274548331 0.00107517988586552
10306.344518802 0.00124059217599868
10573.9615827709 0.00124059217599868
10841.5786467398 0.00165412290133157
11109.1957107087 0.00173682904639815
11376.8127746776 0.0019022413365313
11644.4298386465 0.00223306591679762
11912.0469026154 0.00264659664213051
12179.6639665843 0.00339095194772972
12447.2810305531 0.00405260110826234
12714.898094522 0.00471425026879497
12982.5151584909 0.00562401786452733
13250.1322224598 0.0065337854602597
13517.7492864287 0.00711272847572575
13785.3663503976 0.00793978992639153
14052.9834143665 0.00918038210239021
14320.6004783354 0.010586386568522
14588.2175423043 0.0118269787445207
14855.8346062732 0.0132329832106526
15123.4516702421 0.0144735753866512
15391.068734211 0.0157968737077165
15658.6857981799 0.016872053593582
15926.3028621488 0.0189397072202465
16193.9199261177 0.0207592424117112
16461.5369900866 0.0229096021834422
16729.1540540555 0.0248118435199735
16996.7711180244 0.0269622032917046
17264.3881819933 0.0299396245141014
17532.0052459622 0.0325862211562319
17799.6223099311 0.0350674055082293
18067.2393739 0.0376312960052932
18334.8564378689 0.04060871722769
18602.4735018378 0.0438342568852866
18870.0905658067 0.0476387395583492
19137.7076297756 0.051608634521545
19405.3246937445 0.0567364155156728
19672.9417577134 0.0610371350591349
19940.5588216823 0.0664130344884625
20208.1758856512 0.0720370523529898
20475.7929496201 0.0783227193780498
20743.410013589 0.0845256802580432
21011.0270775579 0.0898188735423042
21278.6441415268 0.095939128277231
21546.2612054957 0.104540567364155
21813.8782694646 0.110908940534282
22081.4953334335 0.119593085766272
22349.1123974024 0.127615581837731
22616.7294613713 0.136134314779588
22884.3465253402 0.146555289057977
23151.9635893091 0.157472500206765
23419.580653278 0.168058886775287
23687.1977172469 0.178727979488876
23954.8147812158 0.190306839798197
24222.4318451847 0.204118766024316
24490.0489091536 0.217351749234968
24757.6659731225 0.228930609544289
25025.2830370914 0.243321478785874
25292.9001010603 0.256637168141593
25560.5171650292 0.273261103299975
25828.1342289981 0.287569266396493
26095.751292967 0.303779670829543
26363.3683569359 0.32172690430899
26630.9854209048 0.338268133322306
26898.6024848737 0.358613845008684
27166.2195488426 0.378628732114796
27433.8366128115 0.400711272847573
27701.4536767804 0.422214870564883
27969.0707407493 0.445786121908858
28236.6878047182 0.470184434703498
28504.3048686871 0.497394756430403
28771.921932656 0.52501860888264
29039.5389966249 0.553634935075676
29307.1560605938 0.578612190885783
29574.7731245627 0.605326275742288
29842.3901885316 0.633942601935324
30110.0072525005 0.664709287900091
30377.6243164694 0.698784219667521
30645.2413804383 0.724505830783227
30912.8584444072 0.746588371516004
31180.4755083761 0.758084525680258
31448.092572345 0.763129600529319
200000 0.763129600529319
